"","gender","age","party","register","rate"
"8616","Female","31-49","Liberal","Yes",4
"8617","Male","50-69","Liberal","No",5
"8618","Male","31-49","Liberal","Unsure",2
"8619","Female","31-49","Liberal","No",5
"8620","Female","31-49","Liberal","Unsure",2
"8621","Trans or Unisex","31-49","Liberal","No",5
"8622","Trans or Unisex","31-49","Liberal","No",3
"8623","Female","50-69","Liberal","No",3
"8624","Male","70 or older","Unsure","Yes",4
"8625","Male","50-69","Conservative","Unsure",3
"8626","Female","50-69","Liberal","Yes",5
"8627","Male","70 or older","Liberal","Unsure",4
"8628","Female","50-69","Other","No",4
"8629","Male","31-49","Liberal","Unsure",1
"8630","Female","31-49","Green","No",4
"8631","Male","70 or older","Conservative","Yes",2
"8632","Male","31-49","Conservative","Yes",3
"8633","Female","31-49","Liberal","No",3
"8634","Male","50-69","Liberal","Unsure",3
"8635","Female","31-49","NDP","No",4
"8636","Female","50-69","Liberal","Yes",3
"8637","Male","70 or older","NDP","Yes",3
"8638","Female","50-69","Liberal","Yes",5
"8639","Male","70 or older","Other","No",3
"8640","Male","70 or older","Conservative","Yes",1
"8641","Female","31-49","Liberal","No",4
"8642","Female","50-69","Other","Yes",4
"8643","Female","31-49","Liberal","Unsure",3
"8644","Female","31-49","Liberal","No",3
"8645","Trans or Unisex","50-69","Liberal","Yes",4
"8646","Male","50-69","Conservative","Yes",3
"8647","Female","50-69","Conservative","Unsure",2
"8648","Male","50-69","Liberal","No",4
"8649","Female","31-49","Liberal","No",4
"8650","Trans or Unisex","31-49","Liberal","No",2
"8651","Male","50-69","Green","No",4
"8652","Female","50-69","Conservative","Yes",5
"8653","Female","50-69","Conservative","Yes",5
"8654","Female","50-69","Unsure","No",4
"8655","Trans or Unisex","31-49","NDP","Yes",3
"8656","Female","31-49","Liberal","Yes",4
"8657","Male","50-69","Liberal","Unsure",3
"8658","Male","50-69","Liberal","No",3
"8659","Female","31-49","Liberal","Yes",4
"8660","Male","31-49","Other","Unsure",5
"8661","Male","50-69","Liberal","Unsure",2
"8662","Male","70 or older","Liberal","Yes",1
"8663","Male","50-69","Liberal","No",1
"8664","Male","31-49","Liberal","Yes",4
"8665","Female","31-49","Liberal","No",1
"8666","Male","31-49","Other","Unsure",4
"8667","Male","50-69","Conservative","No",5
"8668","Male","31-49","Conservative","Yes",2
"8669","Female","70 or older","Unsure","No",3
"8670","Female","50-69","Liberal","No",0
"8671","Male","50-69","Liberal","No",1
"8672","Trans or Unisex","50-69","Liberal","Unsure",4
"8673","Female","50-69","Liberal","Yes",5
"8674","Male","31-49","Liberal","No",1
"8675","Male","50-69","Green","Yes",4
"8676","Male","31-49","NDP","Unsure",2
"8677","Female","31-49","Unsure","Yes",2
"8678","Male","31-49","Liberal","No",3
"8679","Male","31-49","Conservative","Unsure",2
"8680","Female","50-69","Conservative","Unsure",3
"8681","Male","31-49","Liberal","No",2
"8682","Female","31-49","Conservative","Yes",5
"8683","Male","31-49","NDP","Yes",3
"8684","Male","50-69","NDP","Yes",3
"8685","Female","50-69","NDP","No",3
"8686","Male","50-69","Conservative","No",4
"8687","Trans or Unisex","31-49","Liberal","Unsure",4
"8688","Female","31-49","Other","Unsure",4
"8689","Male","31-49","Liberal","Unsure",5
"8690","Male","31-49","Conservative","Yes",2
"8691","Female","50-69","Liberal","No",4
"8692","Female","31-49","NDP","No",4
"8693","Female","50-69","Conservative","No",2
"8694","Female","70 or older","Green","Unsure",5
"8695","Male","50-69","Liberal","Yes",4
"8696","Female","70 or older","Conservative","Yes",2
"8697","Male","70 or older","Liberal","No",2
"8698","Male","31-49","Liberal","Unsure",4
"8699","Female","50-69","Liberal","Yes",0
"8700","Female","50-69","Conservative","Unsure",3
"8701","Female","50-69","Liberal","No",2
"8702","Male","50-69","Other","No",5
"8703","Male","31-49","Unsure","No",3
"8704","Female","50-69","Conservative","Yes",3
"8705","Male","70 or older","Liberal","Yes",3
"8706","Male","50-69","Unsure","Unsure",3
"8707","Male","31-49","Liberal","Yes",4
"8708","Female","70 or older","Liberal","No",4
"8709","Male","50-69","Liberal","No",4
"8710","Male","50-69","Liberal","No",3
"8711","Male","31-49","Other","No",2
"8712","Female","50-69","Liberal","Yes",4
"8713","Male","70 or older","NDP","Yes",5
"8714","Male","31-49","Conservative","Yes",5
"8715","Female","31-49","Liberal","No",4
"8716","Male","50-69","Conservative","Unsure",3
"8717","Female","50-69","NDP","Yes",2
"8718","Female","50-69","Liberal","Yes",4
"8719","Male","50-69","Liberal","Unsure",4
"8720","Male","50-69","NDP","Yes",4
"8721","Male","31-49","Unsure","No",3
"8722","Female","31-49","Liberal","Yes",2
"8723","Male","31-49","Liberal","Unsure",4
"8724","Female","50-69","Liberal","Yes",4
"8725","Male","50-69","Conservative","Yes",0
"8726","Female","70 or older","Liberal","No",4
"8727","Trans or Unisex","50-69","Liberal","Yes",4
"8728","Female","50-69","Conservative","Yes",4
"8729","Female","31-49","Liberal","Yes",3
"8730","Male","70 or older","Conservative","Yes",1
"8731","Male","50-69","Liberal","No",2
"8732","Female","31-49","Liberal","No",3
"8733","Female","31-49","Conservative","No",3
"8734","Female","31-49","Other","No",3
"8735","Male","50-69","Unsure","Yes",5
"8736","Female","50-69","Other","Yes",2
"8737","Male","31-49","Liberal","Yes",4
"8738","Male","50-69","Liberal","Yes",4
"8739","Trans or Unisex","50-69","Liberal","No",3
"8740","Female","50-69","Other","Unsure",3
"8741","Female","70 or older","Other","Yes",4
"8742","Female","31-49","Conservative","No",4
"8743","Male","50-69","Green","Yes",5
"8744","Female","31-49","Conservative","No",5
"8745","Male","31-49","Unsure","Yes",2
"8746","Female","50-69","Liberal","No",3
"8747","Female","31-49","Unsure","Unsure",0
"8748","Male","50-69","Conservative","Unsure",2
"8749","Male","31-49","NDP","No",3
"8750","Male","31-49","Conservative","No",2
"8751","Female","31-49","Liberal","No",4
"8752","Male","31-49","Liberal","Unsure",3
"8753","Female","50-69","Liberal","No",3
"8754","Male","50-69","Liberal","No",5
"8755","Female","31-49","NDP","Unsure",2
"8756","Male","31-49","Conservative","Unsure",3
"8757","Male","31-49","NDP","No",3
"8758","Female","31-49","Conservative","No",2
"8759","Male","70 or older","Other","Unsure",5
"8760","Male","31-49","Liberal","Yes",1
"8761","Female","70 or older","Unsure","Unsure",2
"8762","Male","31-49","Liberal","Unsure",3
"8763","Male","31-49","Conservative","Yes",5
"8764","Female","31-49","Liberal","No",2
"8765","Male","31-49","NDP","No",2
"8766","Female","50-69","Liberal","Yes",4
"8767","Trans or Unisex","50-69","Unsure","No",3
"8768","Female","50-69","NDP","No",3
"8769","Male","31-49","Other","No",3
"8770","Male","50-69","Conservative","No",3
"8771","Male","50-69","Liberal","No",4
"8772","Male","31-49","Conservative","Yes",5
"8773","Male","31-49","Liberal","No",2
"8774","Female","50-69","Conservative","Yes",0
"8775","Female","50-69","NDP","Unsure",3
"8776","Trans or Unisex","31-49","Conservative","Unsure",4
"8777","Female","31-49","Liberal","Unsure",2
"8778","Male","31-49","NDP","Unsure",2
"8779","Female","31-49","Liberal","No",4
"8780","Female","50-69","Liberal","Unsure",4
"8781","Female","50-69","Conservative","No",3
"8782","Female","31-49","Conservative","No",3
"8783","Female","70 or older","NDP","No",2
"8784","Male","50-69","Liberal","No",4
"8785","Female","50-69","NDP","Unsure",5
"8786","Female","50-69","Conservative","No",4
"8787","Female","50-69","Liberal","No",2
"8788","Female","50-69","Green","No",0
"8789","Female","31-49","Conservative","No",5
"8790","Male","50-69","Green","No",1
"8791","Female","31-49","Unsure","No",4
"8792","Trans or Unisex","50-69","Liberal","Unsure",5
"8793","Female","50-69","Liberal","No",1
"8794","Male","50-69","Liberal","Unsure",2
"8795","Female","31-49","Liberal","No",3
"8796","Female","50-69","Liberal","No",4
"8797","Female","31-49","Liberal","Unsure",1
"8798","Female","31-49","Conservative","No",3
"8799","Trans or Unisex","50-69","Liberal","Yes",5
"8800","Female","50-69","Liberal","No",4
"8801","Female","31-49","Conservative","No",4
"8802","Female","50-69","Liberal","Unsure",3
"8803","Male","31-49","NDP","No",5
"8804","Female","50-69","Conservative","No",5
"8805","Female","50-69","Liberal","No",1
"8806","Female","50-69","Liberal","No",4
"8807","Female","50-69","Conservative","No",5
"8808","Female","50-69","Other","No",3
"8809","Male","50-69","Liberal","Yes",1
"8810","Male","31-49","Liberal","No",4
"8811","Female","31-49","Conservative","Yes",4
"8812","Male","50-69","Liberal","Yes",4
"8813","Male","50-69","Liberal","Unsure",4
"8814","Male","50-69","Liberal","No",0
"8815","Male","31-49","Liberal","No",1
"8816","Male","31-49","Conservative","Yes",5
"8817","Female","31-49","Other","Yes",1
"8818","Female","31-49","Liberal","No",2
"8819","Male","31-49","NDP","Unsure",3
"8820","Male","70 or older","Other","No",3
"8821","Male","50-69","Liberal","Unsure",3
"8822","Trans or Unisex","50-69","Liberal","No",5
"8823","Female","70 or older","Liberal","Unsure",2
"8824","Female","31-49","Liberal","No",4
"8825","Male","31-49","Other","No",4
"8826","Female","50-69","Conservative","No",4
"8827","Female","31-49","NDP","No",2
"8828","Male","31-49","Liberal","Yes",4
"8829","Female","31-49","Liberal","Yes",1
"8830","Trans or Unisex","50-69","Other","No",4
"8831","Female","31-49","Conservative","Yes",5
"8832","Male","50-69","Liberal","No",4
"8833","Female","31-49","Liberal","Unsure",5
"8834","Female","50-69","Liberal","Unsure",4
"8835","Female","50-69","NDP","Unsure",2
"8836","Male","50-69","NDP","Yes",3
"8837","Female","50-69","Conservative","Yes",5
"8838","Male","31-49","NDP","Yes",3
"8839","Female","50-69","Conservative","Unsure",4
"8840","Male","50-69","Other","Yes",2
"8841","Female","50-69","NDP","No",3
"8842","Female","31-49","Liberal","No",3
"8843","Female","70 or older","Conservative","No",2
"8844","Male","31-49","Conservative","Yes",4
"8845","Female","31-49","Unsure","No",5
"8846","Female","50-69","Conservative","Yes",3
"8847","Male","31-49","Unsure","No",2
"8848","Female","50-69","NDP","Unsure",4
"8849","Female","50-69","Other","No",2
"8850","Male","31-49","Conservative","Yes",5
"8851","Trans or Unisex","50-69","Liberal","No",1
"8852","Female","31-49","Liberal","No",2
"8853","Female","31-49","Liberal","No",3
"8854","Female","70 or older","Unsure","Yes",3
"8855","Male","50-69","Liberal","Yes",3
"8856","Male","50-69","Conservative","No",2
"8857","Female","50-69","Conservative","Yes",4
"8858","Male","50-69","Conservative","Yes",3
"8859","Trans or Unisex","31-49","Conservative","No",2
"8860","Male","31-49","Liberal","Yes",3
"8861","Male","31-49","Conservative","Unsure",3
"8862","Male","31-49","Unsure","Unsure",4
"8863","Female","31-49","Liberal","No",1
"8864","Male","50-69","Liberal","No",5
"8865","Female","31-49","Conservative","No",4
"8866","Female","50-69","Other","Yes",4
"8867","Male","31-49","Conservative","Yes",3
"8868","Male","31-49","Unsure","Yes",2
"8869","Female","70 or older","Other","No",3
"8870","Male","31-49","Liberal","Unsure",3
"8871","Female","50-69","Liberal","No",3
"8872","Female","31-49","Other","Yes",3
"8873","Female","31-49","Other","No",2
"8874","Trans or Unisex","50-69","Conservative","Yes",2
"8875","Female","31-49","Conservative","No",5
"8876","Male","70 or older","Conservative","Yes",2
"8877","Male","50-69","Liberal","Yes",3
"8878","Male","50-69","Liberal","Yes",1
"8879","No reply","31-49","Liberal","No",3
"8880","Male","50-69","Liberal","Yes",2
"8881","Female","50-69","Conservative","No",2
"8882","Trans or Unisex","50-69","NDP","No",4
"8883","Female","31-49","Conservative","No",4
"8884","Male","70 or older","Liberal","Unsure",2
"8885","Male","31-49","Green","No",1
"8886","Male","31-49","Liberal","No",3
"8887","Female","50-69","Liberal","No",4
"8888","Male","50-69","Green","No",1
"8889","Female","50-69","Liberal","Yes",4
"8890","Female","50-69","Liberal","No",3
"8891","Male","31-49","Liberal","No",5
"8892","Male","31-49","Liberal","Unsure",4
"8893","Male","31-49","NDP","No",5
"8894","Female","70 or older","Liberal","Unsure",2
"8895","Male","50-69","Liberal","No",2
"8896","Male","50-69","Conservative","Unsure",4
"8897","Female","50-69","Liberal","No",4
"8898","Female","50-69","Conservative","Yes",0
"8899","Male","31-49","Liberal","No",4
"8900","Male","31-49","Liberal","No",5
"8901","Male","31-49","Conservative","Unsure",4
"8902","Female","31-49","Green","No",3
"8903","Male","31-49","Conservative","No",5
"8904","Male","31-49","Conservative","Unsure",2
"8905","Male","50-69","Liberal","Yes",3
"8906","Female","50-69","Liberal","Yes",3
"8907","Female","50-69","Liberal","Unsure",2
"8908","Female","70 or older","Green","No",4
"8909","Female","31-49","Conservative","Yes",5
"8910","Male","31-49","Other","Unsure",2
"8911","Male","70 or older","Other","No",1
"8912","Male","50-69","Liberal","Yes",4
"8913","Male","31-49","NDP","Unsure",0
"8914","Male","31-49","Conservative","No",5
"8915","Female","31-49","Conservative","Unsure",2
"8916","Female","31-49","Conservative","No",3
"8917","Female","31-49","NDP","Unsure",4
"8918","Male","31-49","Liberal","Yes",5
"8919","Trans or Unisex","31-49","NDP","No",3
"8920","Female","50-69","Liberal","Unsure",5
"8921","Female","50-69","Unsure","No",3
"8922","Female","31-49","Liberal","No",3
"8923","Female","31-49","Conservative","Unsure",4
"8924","Female","31-49","Conservative","No",5
"8925","Male","31-49","Conservative","No",4
"8926","Female","70 or older","NDP","Yes",1
"8927","Female","50-69","Liberal","No",4
"8928","Female","31-49","Conservative","Unsure",3
"8929","Male","50-69","Liberal","Unsure",3
"8930","Male","50-69","Liberal","Yes",4
"8931","Male","70 or older","Other","Unsure",3
"8932","Female","31-49","Other","Unsure",4
"8933","Male","31-49","Unsure","No",3
"8934","Male","31-49","Conservative","No",2
"8935","Male","50-69","Liberal","No",1
"8936","Male","50-69","NDP","Yes",5
"8937","Male","50-69","Liberal","Unsure",3
"8938","Female","50-69","Unsure","No",3
"8939","Male","50-69","Liberal","Unsure",3
"8940","Male","31-49","Other","Yes",2
"8941","Male","31-49","Unsure","No",5
"8942","Female","70 or older","Green","Yes",2
"8943","Male","31-49","Liberal","Yes",2
"8944","Trans or Unisex","31-49","Liberal","No",5
"8945","Female","31-49","NDP","Yes",4
"8946","Female","31-49","Liberal","Yes",3
"8947","Male","50-69","Conservative","Unsure",4
"8948","Male","31-49","NDP","No",3
"8949","Male","31-49","Liberal","Yes",5
"8950","Female","31-49","Conservative","No",4
"8951","Male","31-49","Liberal","No",5
"8952","Female","31-49","NDP","No",4
"8953","Male","50-69","Liberal","Yes",4
"8954","Male","50-69","Conservative","No",4
"8955","Female","50-69","Liberal","Yes",4
"8956","Male","50-69","Liberal","No",4
"8957","Male","50-69","Liberal","No",3
"8958","Male","31-49","Unsure","Unsure",3
"8959","Female","31-49","Unsure","No",2
"8960","Female","50-69","Liberal","No",2
"8961","Female","50-69","Conservative","Unsure",1
"8962","Male","50-69","Liberal","No",1
"8963","Male","50-69","Other","No",2
"8964","Female","31-49","NDP","Yes",5
"8965","Female","70 or older","Unsure","No",1
"8966","Female","50-69","Other","Yes",3
"8967","Female","31-49","Conservative","Yes",5
"8968","Female","31-49","Liberal","No",2
"8969","Male","70 or older","Liberal","Yes",3
"8970","Female","31-49","Other","No",4
"8971","No reply","50-69","Liberal","Unsure",2
"8972","Female","31-49","NDP","Yes",3
"8973","Male","50-69","Liberal","No",3
"8974","Female","50-69","Conservative","Yes",1
"8975","Trans or Unisex","50-69","Conservative","No",1
"8976","Male","70 or older","Green","Unsure",2
"8977","Male","31-49","Liberal","Unsure",5
"8978","Female","31-49","Conservative","No",2
"8979","Female","50-69","Liberal","No",2
"8980","Male","31-49","Conservative","No",3
"8981","Male","50-69","Unsure","Unsure",2
"8982","Female","31-49","Liberal","Unsure",4
"8983","Male","31-49","Conservative","Yes",3
"8984","Female","50-69","Liberal","Yes",4
"8985","Female","50-69","Liberal","Yes",2
"8986","Male","70 or older","Conservative","Yes",4
"8987","Trans or Unisex","50-69","Unsure","Yes",2
"8988","Trans or Unisex","31-49","Conservative","No",4
"8989","Female","31-49","Other","Yes",2
"8990","Female","31-49","Liberal","No",2
"8991","Female","31-49","Conservative","Yes",4
"8992","Female","50-69","Conservative","Yes",5
"8993","Female","31-49","Liberal","No",2
"8994","Female","31-49","Other","No",4
"8995","Male","31-49","Unsure","No",5
"8996","Female","31-49","Conservative","No",4
"8997","Female","31-49","Conservative","No",5
"8998","Male","70 or older","Conservative","Unsure",3
"8999","Male","31-49","Conservative","Yes",3
"9000","Male","70 or older","Liberal","Yes",4
"9001","Female","50-69","Other","No",2
"9002","Female","50-69","NDP","Unsure",3
"9003","Male","31-49","Other","Unsure",4
"9004","Male","31-49","Liberal","No",3
"9005","Female","50-69","Conservative","No",3
"9006","Female","70 or older","NDP","No",5
"9007","Female","50-69","Green","No",2
"9008","Male","31-49","Other","Yes",2
"9009","Female","31-49","Liberal","No",5
"9010","Male","31-49","Green","No",3
"9011","Female","50-69","Liberal","Yes",2
"9012","Male","31-49","Liberal","Unsure",4
"9013","Male","50-69","Liberal","No",1
"9014","Male","31-49","Liberal","Yes",5
"9015","Male","50-69","Conservative","No",2
"9016","Female","50-69","NDP","Unsure",3
"9017","Male","31-49","Liberal","Unsure",4
"9018","Male","50-69","NDP","No",3
"9019","Male","31-49","Liberal","No",2
"9020","Male","31-49","Conservative","Unsure",2
"9021","Female","50-69","Green","No",4
"9022","Male","50-69","Green","Unsure",3
"9023","Female","31-49","Liberal","Yes",3
"9024","Female","31-49","Green","Yes",3
"9025","Female","50-69","Liberal","Yes",2
"9026","Male","50-69","Liberal","No",3
"9027","Female","31-49","Conservative","No",3
"9028","Trans or Unisex","50-69","Other","No",3
"9029","Male","31-49","Conservative","No",2
"9030","Male","31-49","NDP","No",5
"9031","Male","31-49","Conservative","No",5
"9032","Female","31-49","Conservative","No",4
"9033","Male","50-69","Liberal","Unsure",1
"9034","Trans or Unisex","31-49","Liberal","Yes",4
"9035","Female","50-69","Liberal","No",3
"9036","Male","31-49","Liberal","Yes",2
"9037","Female","31-49","Conservative","Yes",5
"9038","Male","31-49","NDP","No",4
"9039","Female","50-69","Other","No",3
"9040","Female","50-69","NDP","No",2
"9041","Male","31-49","Liberal","No",3
"9042","Male","50-69","Liberal","No",3
"9043","Female","31-49","Conservative","No",3
"9044","Female","31-49","Conservative","Unsure",2
"9045","Female","31-49","Liberal","Yes",2
"9046","Male","31-49","Unsure","Unsure",3
"9047","Male","50-69","Liberal","No",2
"9048","Female","31-49","Conservative","Unsure",2
"9049","Female","50-69","Liberal","Unsure",2
"9050","Trans or Unisex","50-69","Liberal","No",2
"9051","Male","31-49","Liberal","Yes",4
"9052","Female","31-49","Other","No",3
"9053","Female","31-49","Other","Yes",4
"9054","Female","31-49","Liberal","No",3
"9055","Male","50-69","Unsure","Yes",3
"9056","Male","31-49","Liberal","Yes",4
"9057","Female","50-69","Liberal","Yes",4
"9058","Trans or Unisex","31-49","NDP","No",3
"9059","Male","50-69","Liberal","Yes",4
"9060","Trans or Unisex","50-69","Liberal","Unsure",1
"9061","Male","50-69","Conservative","Yes",3
"9062","Female","50-69","Liberal","Yes",5
"9063","Female","50-69","Liberal","No",5
"9064","Female","31-49","Liberal","No",2
"9065","Male","31-49","Liberal","Yes",2
"9066","Male","70 or older","Liberal","Unsure",4
"9067","Female","50-69","Conservative","Yes",4
"9068","Female","31-49","Conservative","No",3
"9069","Female","50-69","Conservative","Unsure",5
"9070","Male","31-49","Liberal","No",5
"9071","Male","31-49","Liberal","Unsure",4
"9072","Female","50-69","NDP","No",3
"9073","Male","31-49","Other","Unsure",4
"9074","Female","31-49","Other","No",4
"9075","Female","31-49","Liberal","No",4
"9076","Male","50-69","Liberal","Unsure",3
"9077","Female","31-49","Liberal","Yes",3
"9078","Male","31-49","Green","Yes",4
"9079","Trans or Unisex","50-69","Liberal","No",3
"9080","Male","50-69","NDP","No",2
"9081","Female","31-49","Liberal","Yes",3
"9082","Male","31-49","Liberal","No",3
"9083","Male","50-69","Liberal","No",4
"9084","Female","50-69","Other","Unsure",2
"9085","Male","31-49","Conservative","No",4
"9086","Male","50-69","Green","No",1
"9087","Male","50-69","Liberal","Unsure",5
"9088","Male","50-69","Liberal","Yes",3
"9089","Female","50-69","Liberal","No",0
"9090","Male","31-49","Liberal","Yes",5
"9091","Female","31-49","Conservative","No",4
"9092","Female","50-69","Green","No",3
"9093","Female","50-69","Liberal","Yes",2
"9094","Male","31-49","Conservative","No",3
"9095","Male","31-49","Liberal","No",3
"9096","Female","50-69","Liberal","Unsure",3
"9097","Male","31-49","Conservative","Yes",5
"9098","Female","31-49","Unsure","Unsure",2
"9099","Male","31-49","Conservative","No",4
"9100","Male","31-49","Unsure","Unsure",5
"9101","Male","31-49","Liberal","Yes",4
"9102","Female","70 or older","Conservative","Yes",3
"9103","Female","31-49","Liberal","No",5
"9104","Male","50-69","Conservative","No",0
"9105","Male","31-49","Conservative","Unsure",3
"9106","Female","31-49","Conservative","No",3
"9107","Female","31-49","Liberal","Yes",3
"9108","Trans or Unisex","31-49","Green","No",3
"9109","Male","31-49","Liberal","Yes",4
"9110","Female","50-69","Unsure","No",5
"9111","Male","70 or older","Green","Yes",5
"9112","Female","50-69","Liberal","Yes",1
"9113","Male","31-49","Other","Yes",4
"9114","Male","50-69","Other","Unsure",5
"9115","Female","31-49","Conservative","Yes",0
"9116","Male","31-49","Liberal","No",4
"9117","Female","50-69","NDP","No",4
"9118","Female","70 or older","NDP","No",3
"9119","Male","31-49","Liberal","Yes",4
"9120","Male","50-69","Conservative","Yes",4
"9121","Female","31-49","Liberal","Yes",0
"9122","Female","50-69","Liberal","Yes",3
"9123","Female","31-49","Liberal","Unsure",3
"9124","Female","50-69","Liberal","No",5
"9125","Male","31-49","Other","No",2
"9126","Female","50-69","Green","Yes",3
"9127","Male","50-69","Liberal","Unsure",5
"9128","Female","50-69","Liberal","No",3
"9129","Male","50-69","Conservative","No",3
"9130","Trans or Unisex","70 or older","Unsure","Yes",5
"9131","Male","31-49","Other","Unsure",4
"9132","Male","31-49","Other","No",4
"9133","Female","31-49","Conservative","Yes",5
"9134","Female","50-69","Liberal","Yes",3
"9135","Female","31-49","Conservative","Yes",4
"9136","Male","31-49","Liberal","Yes",5
"9137","Female","31-49","Conservative","Yes",5
"9138","Female","31-49","Conservative","No",2
"9139","Trans or Unisex","50-69","Conservative","No",4
"9140","Female","31-49","Liberal","Yes",2
"9141","Female","70 or older","Liberal","No",3
"9142","Male","31-49","Liberal","No",1
"9143","Male","50-69","Liberal","Unsure",3
"9144","Male","31-49","Other","No",4
"9145","Male","70 or older","Liberal","No",4
"9146","Female","50-69","Green","Unsure",3
"9147","Male","50-69","Liberal","Yes",3
"9148","Female","31-49","NDP","No",5
"9149","Male","50-69","NDP","No",4
"9150","Trans or Unisex","31-49","NDP","Yes",3
"9151","Female","31-49","Other","Unsure",4
"9152","Male","31-49","Liberal","Yes",5
"9153","Male","31-49","Liberal","No",1
"9154","Male","31-49","Conservative","Unsure",4
"9155","Female","50-69","Conservative","No",4
"9156","Female","50-69","Liberal","No",2
"9157","Male","31-49","NDP","Yes",2
"9158","Female","31-49","Conservative","No",3
"9159","Male","50-69","Liberal","Yes",5
"9160","Trans or Unisex","50-69","Green","No",3
"9161","Female","50-69","Green","Unsure",2
"9162","Female","50-69","Liberal","Yes",5
"9163","Female","70 or older","Conservative","No",3
"9164","Female","31-49","Conservative","Yes",3
"9165","Male","31-49","NDP","Yes",3
"9166","Female","31-49","NDP","Yes",2
"9167","Female","50-69","Conservative","No",5
"9168","Female","70 or older","Other","No",4
"9169","Male","50-69","Liberal","No",1
"9170","Male","31-49","Liberal","No",1
"9171","Female","31-49","Conservative","No",4
"9172","Female","31-49","Conservative","No",5
"9173","Female","31-49","Conservative","No",3
"9174","Female","50-69","Other","Yes",1
"9175","Male","31-49","NDP","Yes",5
"9176","Female","31-49","Liberal","Yes",4
"9177","Female","50-69","Liberal","Unsure",1
"9178","Female","31-49","Liberal","Yes",4
"9179","Male","50-69","Liberal","No",3
"9180","Female","50-69","Green","Unsure",5
"9181","Female","31-49","Conservative","No",4
"9182","Female","50-69","Other","No",4
"9183","Female","50-69","NDP","Unsure",3
"9184","Female","50-69","Conservative","No",4
"9185","Female","31-49","Liberal","Unsure",3
"9186","Female","31-49","NDP","No",1
"9187","Male","50-69","Conservative","No",2
"9188","Male","31-49","Liberal","No",2
"9189","Male","31-49","Liberal","No",5
"9190","Female","50-69","Conservative","Yes",3
"9191","Male","50-69","Other","Yes",3
"9192","Male","31-49","Liberal","Yes",4
"9193","Female","50-69","NDP","Yes",3
"9194","Male","31-49","Conservative","Unsure",4
"9195","Male","31-49","Conservative","Yes",5
"9196","Female","31-49","Conservative","Yes",5
"9197","Female","31-49","Conservative","No",5
"9198","Female","50-69","Other","Unsure",5
"9199","Female","31-49","Liberal","No",2
"9200","Female","31-49","Other","No",2
"9201","Trans or Unisex","50-69","Liberal","No",1
"9202","Male","31-49","Conservative","No",3
"9203","Female","31-49","Liberal","Unsure",5
"9204","Female","70 or older","Conservative","No",3
"9205","Female","31-49","Conservative","Yes",5
"9206","Female","50-69","NDP","No",2
"9207","Female","31-49","NDP","Yes",2
"9208","Male","31-49","Liberal","Unsure",2
"9209","Male","31-49","Liberal","Unsure",2
"9210","Male","50-69","Unsure","Yes",2
"9211","Male","70 or older","Liberal","Yes",2
"9212","Male","31-49","Liberal","No",4
"9213","Female","31-49","Liberal","No",3
"9214","Female","70 or older","Liberal","No",3
"9215","Female","31-49","Other","Unsure",5
"9216","Male","31-49","NDP","No",3
"9217","Male","50-69","Green","No",5
"9218","Female","70 or older","Conservative","No",1
"9219","Female","31-49","Liberal","No",3
"9220","Male","50-69","Liberal","Yes",2
"9221","Male","31-49","Liberal","Yes",5
"9222","Male","31-49","Liberal","Yes",4
"9223","Male","50-69","Other","Unsure",4
"9224","Female","31-49","Conservative","Yes",4
"9225","Male","31-49","Conservative","No",4
"9226","Female","50-69","Liberal","No",3
"9227","Male","31-49","Conservative","No",2
"9228","Male","31-49","Conservative","No",4
"9229","Male","70 or older","Liberal","Yes",3
"9230","Male","50-69","Liberal","Unsure",3
"9231","Female","31-49","NDP","Yes",3
"9232","Male","70 or older","Liberal","No",4
"9233","Male","50-69","Liberal","No",3
"9234","Male","50-69","Green","Unsure",4
"9235","Female","50-69","Green","Yes",4
"9236","Male","50-69","Liberal","Yes",3
"9237","Female","31-49","Liberal","No",3
"9238","Female","31-49","Conservative","Unsure",4
"9239","Male","31-49","Conservative","Unsure",5
"9240","Male","50-69","Unsure","No",3
"9241","Female","50-69","Liberal","No",3
"9242","Female","31-49","Liberal","Yes",4
"9243","Female","31-49","Conservative","Unsure",2
"9244","Male","50-69","Liberal","No",3
"9245","Male","31-49","Other","No",5
"9246","Male","31-49","Liberal","Yes",4
"9247","Female","31-49","Conservative","No",2
"9248","Male","31-49","Liberal","No",3
"9249","Male","31-49","Liberal","Yes",4
"9250","Male","31-49","Liberal","Yes",4
"9251","Male","31-49","Conservative","Yes",5
"9252","Female","31-49","NDP","No",4
"9253","Female","31-49","Conservative","No",2
"9254","Female","31-49","Liberal","Yes",1
"9255","Male","50-69","Liberal","No",2
"9256","Female","31-49","Unsure","No",3
"9257","Male","31-49","Other","Yes",2
"9258","Female","31-49","Other","No",5
"9259","Female","31-49","NDP","Yes",5
"9260","Female","50-69","Conservative","Unsure",2
"9261","Male","50-69","Other","No",3
"9262","Female","70 or older","Conservative","Yes",3
"9263","Male","50-69","Liberal","No",3
"9264","Male","31-49","Liberal","Yes",3
"9265","Male","31-49","Liberal","No",4
"9266","Female","50-69","Liberal","No",5
"9267","Male","50-69","Liberal","Yes",5
"9268","Female","31-49","Liberal","No",4
"9269","Female","50-69","Other","Unsure",3
"9270","Male","31-49","Conservative","No",3
"9271","Female","31-49","Conservative","No",1
"9272","Male","31-49","Liberal","No",5
